"maprojid","magencyacro","magencyname","typecategory","totalplannedcommit","commit_total","spent_total"
"126PV256HVC2","DCLA","Department of Cultural Affairs","Fixed Asset","0","0","0"
"126PV256INFS","DCLA","Department of Cultural Affairs","Fixed Asset","0","0","0"
"126PV256MTC5","DCLA","Department of Cultural Affairs","Fixed Asset","52000","0.00","99179.66"
"126PV256MTC7","DCLA","Department of Cultural Affairs","Fixed Asset","251000","0","0"
"126PV262-GEO","DCLA","Department of Cultural Affairs","Fixed Asset","3000000","0","0"
"126PV262HVAC","DCLA","Department of Cultural Affairs","Fixed Asset","0","0","0"
"126PV263-FLY","DCLA","Department of Cultural Affairs","Fixed Asset","5350000","0","0"
"126PV264-PJS","DCLA","Department of Cultural Affairs","Fixed Asset","626000","0","0"
"126PV264ROSE","DCLA","Department of Cultural Affairs","Fixed Asset","7000000","0","0"
"126PV264RRHT","DCLA","Department of Cultural Affairs","Fixed Asset","1727000","0","0"
"126PV272-PAV","DCLA","Department of Cultural Affairs","Fixed Asset","0","0","0"
"126PV272QUAD","DCLA","Department of Cultural Affairs","Fixed Asset","6699000","0","0"
"126PV274FMLI","DCLA","Department of Cultural Affairs","Fixed Asset","5900000","0","0"
"126PV278CHLL","DCLA","Department of Cultural Affairs","Fixed Asset","1103000","0","0"
"126PV279ELV2","DCLA","Department of Cultural Affairs","Fixed Asset","5309000","0","0"
"126PV279GENE","DCLA","Department of Cultural Affairs","Fixed Asset","960000","0","0"
"126PV285-NBT","DCLA","Department of Cultural Affairs","Fixed Asset","35106000","0","0"
"126PV288EAST","DCLA","Department of Cultural Affairs","Fixed Asset","332000","0","0"
"126PV289ANSP","DCLA","Department of Cultural Affairs","Fixed Asset","11150000","0","0"
"126PV289NWDA","DCLA","Department of Cultural Affairs","Fixed Asset","3000","548396.95","499095.05"
"126PV290LGT2","DCLA","Department of Cultural Affairs","Fixed Asset","0","0","0"
"126PV291EXTN","DCLA","Department of Cultural Affairs","Fixed Asset","4811000","0","0"
"126PV291QM2E","DCLA","Department of Cultural Affairs","Fixed Asset","1500000","0","0"
"126PV293-ADD","DCLA","Department of Cultural Affairs","Fixed Asset","1658000","0","0"
"126PV302BPH2","DCLA","Department of Cultural Affairs","Fixed Asset","48000","0","0"
"126PV304-4TH","DCLA","Department of Cultural Affairs","Fixed Asset","3000000","0","0"
"126PV304TRAN","DCLA","Department of Cultural Affairs","Fixed Asset","75000","0","0"
"126PV307NYTW","DCLA","Department of Cultural Affairs","Fixed Asset","0","0","0"
"126PV329-HZN","DCLA","Department of Cultural Affairs","Fixed Asset","7779000","0","0"
"126PV332EXT2","DCLA","Department of Cultural Affairs","Fixed Asset","6488000","0","0"
"126PV332POP6","DCLA","Department of Cultural Affairs","Fixed Asset","0","0","0"
"126PV333BLD1","DCLA","Department of Cultural Affairs","Fixed Asset","1008000","0","0"
"126PV333LGT1","DCLA","Department of Cultural Affairs","Fixed Asset","143000","76.32","314367.37"
"126PV333-LX1","DCLA","Department of Cultural Affairs","Fixed Asset","148000","782.28","324258.71"
"126PV333PRE4","DCLA","Department of Cultural Affairs","Fixed Asset","23082000","0","0"
"126PV341GALL","DCLA","Department of Cultural Affairs","Fixed Asset","950000","0","0"
"126PV345LGT1","DCLA","Department of Cultural Affairs","Fixed Asset","426000","0","0"
"126PV354ST54","DCLA","Department of Cultural Affairs","Fixed Asset","14489000","0","0"
"126PV364LTG1","DCLA","Department of Cultural Affairs","Fixed Asset","276000","0","1209624"
"126PV364RTN","DCLA","Department of Cultural Affairs","Fixed Asset","0","0","0"
"126PV375HLD","DCLA","Department of Cultural Affairs","Fixed Asset","123000","0","0"
"126PV375LGT2","DCLA","Department of Cultural Affairs","Fixed Asset","0","0.08","357549.61"
"126PV381CLIM","DCLA","Department of Cultural Affairs","Fixed Asset","0","0","0"
"126PV381ENTR","DCLA","Department of Cultural Affairs","Fixed Asset","27038000","0","0"
"126PV394SCHR","DCLA","Department of Cultural Affairs","Fixed Asset","16925000","0","0"
"126PV394WTR2","DCLA","Department of Cultural Affairs","Fixed Asset","625000","0","0"
"126PV394WVTR","DCLA","Department of Cultural Affairs","Fixed Asset","5436000","0","0"
"126PV409LGT1","DCLA","Department of Cultural Affairs","Fixed Asset","188000","0","0"
"126PV411LGT1","DCLA","Department of Cultural Affairs","Fixed Asset","128000","95900.04","0"
"126PV413RENO","DCLA","Department of Cultural Affairs","Fixed Asset","8064000","0","0"
"126PV420GNCH","DCLA","Department of Cultural Affairs","Fixed Asset","8955000","0","0"
"126PV421RAMP","DCLA","Department of Cultural Affairs","Fixed Asset","200000","0","0"
"126PV422-FAC","DCLA","Department of Cultural Affairs","Fixed Asset","0","0","0"
"126PV424KTCH","DCLA","Department of Cultural Affairs","Fixed Asset","9750000","0","0"
"126PV424-PH2","DCLA","Department of Cultural Affairs","Fixed Asset","550000","0","0"
"126PV448-BN2","DCLA","Department of Cultural Affairs","Fixed Asset","3234000","0","0"
"126PV464-ARM","DCLA","Department of Cultural Affairs","Fixed Asset","3158000","0","0"
"126PV464QUAD","DCLA","Department of Cultural Affairs","Fixed Asset","6200000","0","0"
"126PV464RLLX","DCLA","Department of Cultural Affairs","Fixed Asset","37000","0.00","92439.36"
"126PV464SEAT","DCLA","Department of Cultural Affairs","Fixed Asset","8000","0.00","59665.28"
"126PV466LIGH","DCLA","Department of Cultural Affairs","Fixed Asset","2880000","0","0"
"126PV466QTP","DCLA","Department of Cultural Affairs","Fixed Asset","22616000","0","0"
"126PV467651","DCLA","Department of Cultural Affairs","Fixed Asset","175000","0","0"
"126PV467GUG8","DCLA","Department of Cultural Affairs","Fixed Asset","1000000","0","0"
"126PV467-HHM","DCLA","Department of Cultural Affairs","Fixed Asset","21636000","0","0"
"126PV467LIGH","DCLA","Department of Cultural Affairs","Fixed Asset","100000","0.00","340297.94"
"126PV467NEWC","DCLA","Department of Cultural Affairs","Fixed Asset","18835000","0","0"
"126PV467RPH2","DCLA","Department of Cultural Affairs","Fixed Asset","0","0","0"
"126PV467SHAS","DCLA","Department of Cultural Affairs","Fixed Asset","600000","0","0"
"126PV489CRN1","DCLA","Department of Cultural Affairs","Fixed Asset","1749000","0","0"
"126PV489CRNR","DCLA","Department of Cultural Affairs","Fixed Asset","6649000","0","0"
"126PV489DAMP","DCLA","Department of Cultural Affairs","Fixed Asset","7330000","0","0"
"126PV489-REV","DCLA","Department of Cultural Affairs","Fixed Asset","0","0","0"
"126PV490CHIL","DCLA","Department of Cultural Affairs","Fixed Asset","4377000","0","0"
"126PV490-GOV","DCLA","Department of Cultural Affairs","Fixed Asset","1000000","0","0"
"126PV490INSR","DCLA","Department of Cultural Affairs","Fixed Asset","13925000","0","0"
"126PV490INT","DCLA","Department of Cultural Affairs","Fixed Asset","3429000","0","0"
"126PV490-K","DCLA","Department of Cultural Affairs","Fixed Asset","0","0","0"
"126PV490SWTG","DCLA","Department of Cultural Affairs","Fixed Asset","2575000","0","0"
"126PV501CRTY","DCLA","Department of Cultural Affairs","Fixed Asset","9230000","0","0"
"126PV501ELEV","DCLA","Department of Cultural Affairs","Fixed Asset","563000","0","0"
"126PV501ROOF","DCLA","Department of Cultural Affairs","Fixed Asset","3500000","0","0"
"126PV501RPH1","DCLA","Department of Cultural Affairs","Fixed Asset","6224000","0","0"
"126PV502ELEV","DCLA","Department of Cultural Affairs","Fixed Asset","9432000","0","0"
"126PV503-RET","DCLA","Department of Cultural Affairs","Fixed Asset","31000","0","0"
"126PV520LNS","DCLA","Department of Cultural Affairs","Fixed Asset","1750000","0","0"
"126PV520ROOF","DCLA","Department of Cultural Affairs","Fixed Asset","750000","0","0"
"126PV576TSMS","DCLA","Department of Cultural Affairs","Fixed Asset","1267000","0","0"
"126PV591RENO","DCLA","Department of Cultural Affairs","Fixed Asset","7458000","0","0"
"126PV612-THE","DCLA","Department of Cultural Affairs","Fixed Asset","220000","0","0"
"126PV645HVAC","DCLA","Department of Cultural Affairs","Fixed Asset","6092000","0","0"
"126PV653HVAC","DCLA","Department of Cultural Affairs","Fixed Asset","300000","0","0"
"126PV653-INT","DCLA","Department of Cultural Affairs","Fixed Asset","0","0","0"
"126PV654BSRC","DCLA","Department of Cultural Affairs","Fixed Asset","52013000","0","0"
"126PV654CULR","DCLA","Department of Cultural Affairs","Fixed Asset","0","0","0"
"126PV654-HLD","DCLA","Department of Cultural Affairs","Fixed Asset","0","0","0"
"126PV683LGT1","DCLA","Department of Cultural Affairs","Fixed Asset","0","0","104398"
"126PV704HSA4","DCLA","Department of Cultural Affairs","Fixed Asset","10695000","0","0"
"126PV766RENO","DCLA","Department of Cultural Affairs","Fixed Asset","0","0","0"
"126PV767RTF3","DCLA","Department of Cultural Affairs","Fixed Asset","12000","0.00","71618.17"
"126PV788-TER","DCLA","Department of Cultural Affairs","Fixed Asset","0","0","0"
"126PV789ELEV","DCLA","Department of Cultural Affairs","Fixed Asset","1950000","0","0"
"126PV789MEZZ","DCLA","Department of Cultural Affairs","Fixed Asset","0","0","0"
"126PV789ROOF","DCLA","Department of Cultural Affairs","Fixed Asset","3870000","0","0"
"126PV791CINO","DCLA","Department of Cultural Affairs","Fixed Asset","7620000","0","0"
"126PV791ROOF","DCLA","Department of Cultural Affairs","Fixed Asset","100000","0","0"
"126PV820HVAC","DCLA","Department of Cultural Affairs","Fixed Asset","2126000","0","0"
"126PV831GGSE","DCLA","Department of Cultural Affairs","Fixed Asset","245000","0","0"
"126PV831LGT1","DCLA","Department of Cultural Affairs","Fixed Asset","1000","0.10","208165.87"
"126PV853INLT","DCLA","Department of Cultural Affairs","Fixed Asset","813000","0","0"
"126PV853-SAW","DCLA","Department of Cultural Affairs","Fixed Asset","0","0","0"
"126PV921SPK2","DCLA","Department of Cultural Affairs","Fixed Asset","115000","0","0"
"126PV922-BCM","DCLA","Department of Cultural Affairs","Fixed Asset","0","0","0"
"126PV922-PAV","DCLA","Department of Cultural Affairs","Fixed Asset","10950000","0","0"
"126PV959LRTL","DCLA","Department of Cultural Affairs","Fixed Asset","0","0","0"
"126PV987LGT1","DCLA","Department of Cultural Affairs","Fixed Asset","0","0.00","43645.75"
"126PV988LGT1","DCLA","Department of Cultural Affairs","Fixed Asset","0","0","0"
"126PV989LGT1","DCLA","Department of Cultural Affairs","Fixed Asset","133000","0","0"
"126PV989RENO","DCLA","Department of Cultural Affairs","Fixed Asset","8011000","0","0"
"126PV990LGT1","DCLA","Department of Cultural Affairs","Fixed Asset","152000","136999.98","0"
"126PVBHPERET","DCLA","Department of Cultural Affairs","Fixed Asset","50000","0","0"
"126PVCPRBLDG","DCLA","Department of Cultural Affairs","Fixed Asset","1760000","0","0"
"126PVD205ELV","DCLA","Department of Cultural Affairs","Fixed Asset","3500000","0","0"
"126PVMAMARTN","DCLA","Department of Cultural Affairs","Fixed Asset","139000","0","0"
"126TFANARTN","DCLA","Department of Cultural Affairs","Fixed Asset","0","0","0"
"801125STCORR","SBS","Department of Small Business Services","Fixed Asset","10000","0.00","1443810.08"
"801126STDEPO","SBS","Department of Small Business Services","Fixed Asset","27370000","274001.37","2673035.19"
"801181STBID2","SBS","Department of Small Business Services","Fixed Asset","151000","0.00","248771.26"
"801391-01","SBS","Department of Small Business Services","Fixed Asset","0","0.00","7336735.87"
"801600FCDRNV","SBS","Department of Small Business Services","Fixed Asset","4005000","1766022.39","203232.05"
"80173RDSTACQ","SBS","Department of Small Business Services","Fixed Asset","46610000","0","0"
"8018THSTPAVE","SBS","Department of Small Business Services","Fixed Asset","0","0","0"
"801911MEMOR","SBS","Department of Small Business Services","Fixed Asset","347000","411470.55","2131202.45"
"801AMMI2004","SBS","Department of Small Business Services","Fixed Asset","3000","0.00","54735074.51"
"801ARTHURAVE","SBS","Department of Small Business Services","Fixed Asset","3375000","2190803.17","4497929.58"
"801ATLPHASE2","SBS","Department of Small Business Services","Fixed Asset","2000","0.00","1243274.90"
"801BALLPKIMP","SBS","Department of Small Business Services","Fixed Asset","149000","343233.39","1239547.61"
"801AKLBRENO","SBS","Department of Small Business Services","Fixed Asset","4400000","0","0"
"801BATAGFLA","SBS","Department of Small Business Services","Fixed Asset","14520000","282270.86","698639.57"
"801BATAIMPS","SBS","Department of Small Business Services","Fixed Asset","17514000","562638.14","806181.86"
"801BATAPH6RE","SBS","Department of Small Business Services","Fixed Asset","117785000","0","0"
"801BATBIMPRV","SBS","Department of Small Business Services","Fixed Asset","15638000","0","0"
"801BATBIMPS","SBS","Department of Small Business Services","Fixed Asset","19160000","0","266101"
"801BATCIHLC","SBS","Department of Small Business Services","Fixed Asset","100000000","0","0"
"801BATENVEL","SBS","Department of Small Business Services","Fixed Asset","56835000","2940030.84","2059968.16"
"801BATHGATE","SBS","Department of Small Business Services","Fixed Asset","2771000","0.00","2029209.22"
"801BATRPZDEP","SBS","Department of Small Business Services","Fixed Asset","460000","871187.35","3268697.65"
"801BCTP12REP","SBS","Department of Small Business Services","Fixed Asset","88260000","0","0"
"801BEACH20","SBS","Department of Small Business Services","Fixed Asset","41000","0.00","1142720.43"
"801B&GMSGNYR","SBS","Department of Small Business Services","Fixed Asset","0","0","0"
"801BINYCDDC","SBS","Department of Small Business Services","Fixed Asset","0","0","0"
"801BKBRESP","SBS","Department of Small Business Services","Fixed Asset","13458000","5107602.45","23933984.55"
"801BMTMATCH","SBS","Department of Small Business Services","Fixed Asset","109200000","0","0"
"801BMTPIER10","SBS","Department of Small Business Services","Fixed Asset","2126000","103033.92","0"
"801BNYB120FS","BNY","Brooklyn Navy Yard","Fixed Asset","4000000","0","0"
"801BNYB12FSP","BNY","Brooklyn Navy Yard","Fixed Asset","3000000","0","0"
"801BNYB131FS","BNY","Brooklyn Navy Yard","Fixed Asset","5000000","0","0"
"801BNYB132RH","BNY","Brooklyn Navy Yard","Fixed Asset","5000000","0","0"
"801BNYB275FS","BNY","Brooklyn Navy Yard","Fixed Asset","2600000","0","0"
"801BNYB275RF","BNY","Brooklyn Navy Yard","Fixed Asset","6500000","303400","0"
"801BNYB292RH","BNY","Brooklyn Navy Yard","Fixed Asset","16500000","0","0"
"801BNYB50REH","BNY","Brooklyn Navy Yard","Fixed Asset","6500000","291164.02","0"
"801BNYB5RFGD","BNY","Brooklyn Navy Yard","Fixed Asset","1000000","0","0"
"801BNYB62REH","BNY","Brooklyn Navy Yard","Fixed Asset","2500000","0","0"
"801BNYB62RFR","BNY","Brooklyn Navy Yard","Fixed Asset","4350000","0","0"
"801BNYB772FL","BNY","Brooklyn Navy Yard","Fixed Asset","3000000","0","0"
"801BNYB77CTW","BNY","Brooklyn Navy Yard","Fixed Asset","1250000","0","0"
"801BNYB77PSG","BNY","Brooklyn Navy Yard","Fixed Asset","2500000","0","0"
"801BNYBER14A","BNY","Brooklyn Navy Yard","Fixed Asset","154000","11950.00","1410878.59"
"801BNYBERTH6","BNY","Brooklyn Navy Yard","Fixed Asset","108000","506644.33","185666.11"
"801BNYCUNY","BNY","Brooklyn Navy Yard","Fixed Asset","7400000","342954","0"
"801BNYELCMTR","BNY","Brooklyn Navy Yard","Fixed Asset","2000000","0","0"
"801BNYMWBEFO","BNY","Brooklyn Navy Yard","Fixed Asset","4000000","0","0"
"801BNYOPENTR","BNY","Brooklyn Navy Yard","Fixed Asset","20000000","0","0"
"801BCTSHOREP","SBS","Department of Small Business Services","Fixed Asset","6000000","5513671","0"
"801BMTPIER8","SBS","Department of Small Business Services","Fixed Asset","1897000","0","0"
"801BNYSTEAM3","BNY","Brooklyn Navy Yard","Fixed Asset","1143000","453475","13425751"
"801BROADWAYJ","SBS","Department of Small Business Services","Fixed Asset","85879000","1778000","0"
"801BUSHMINYC","SBS","Department of Small Business Services","Fixed Asset","98701000","2142772.2","952945.8"
"801BUSHMINYR","SBS","Department of Small Business Services","Fixed Asset","4500000","0","0"
"801BUSHUNTAC","SBS","Department of Small Business Services","Fixed Asset","6556000","8978969.12","159691403.77"
"801BUSHUNTBD","SBS","Department of Small Business Services","Fixed Asset","52093000","5564682.36","2341934.06"
"801BUSHUTIL","SBS","Department of Small Business Services","Fixed Asset","6840000","738714.50","74401976.72"
"801BWAYJPACQ","SBS","Department of Small Business Services","Fixed Asset","33121000","0","0"
"801BWMMPARKI","SBS","Department of Small Business Services","Fixed Asset","0","0","0"
"801BXWORKS3","SBS","Department of Small Business Services","Fixed Asset","1497000","0","0"
