year,Community Board,Borough,Complaint Type,cnt
2016,02 MANHATTAN,MANHATTAN,Illegal Parking,43
2016,02 MANHATTAN,MANHATTAN,Taxi Complaint,40
2016,02 QUEENS,QUEENS,Blocked Driveway,100
2016,02 QUEENS,QUEENS,Illegal Parking,85
2016,02 QUEENS,QUEENS,HEAT/HOT WATER,82
2016,02 QUEENS,QUEENS,Noise - Residential,72
2016,02 QUEENS,QUEENS,Street Condition,71
2016,02 QUEENS,QUEENS,Water System,56
2016,02 QUEENS,QUEENS,Street Light Condition,40
2016,02 QUEENS,QUEENS,Noise,37
2016,02 QUEENS,QUEENS,Traffic Signal Condition,35
2016,02 QUEENS,QUEENS,UNSANITARY CONDITION,32
2016,02 STATEN ISLAND,STATEN ISLAND,Street Condition,141
2016,02 STATEN ISLAND,STATEN ISLAND,Illegal Parking,90
2016,02 STATEN ISLAND,STATEN ISLAND,Street Light Condition,73
2016,02 STATEN ISLAND,STATEN ISLAND,Water System,67
2016,02 STATEN ISLAND,STATEN ISLAND,Missed Collection (All Materials),67
2016,02 STATEN ISLAND,STATEN ISLAND,Noise - Residential,56
2016,02 STATEN ISLAND,STATEN ISLAND,Sanitation Condition,50
2016,02 STATEN ISLAND,STATEN ISLAND,Electronics Waste,39
2016,02 STATEN ISLAND,STATEN ISLAND,Damaged Tree,36
2016,02 STATEN ISLAND,STATEN ISLAND,Blocked Driveway,32
2016,03 BRONX,BRONX,HEAT/HOT WATER,150
2016,03 BRONX,BRONX,Noise - Residential,150
2016,03 BRONX,BRONX,UNSANITARY CONDITION,55
2016,03 BRONX,BRONX,Blocked Driveway,46
2016,03 BRONX,BRONX,PAINT/PLASTER,41
2016,03 BRONX,BRONX,WATER LEAK,38
2016,03 BRONX,BRONX,PLUMBING,38
2016,03 BRONX,BRONX,DOOR/WINDOW,30
2016,03 BRONX,BRONX,Noise - Street/Sidewalk,30
2016,03 BRONX,BRONX,Street Condition,20
2016,03 BROOKLYN,BROOKLYN,Noise - Residential,239
2016,03 BROOKLYN,BROOKLYN,HEAT/HOT WATER,200
2016,03 BROOKLYN,BROOKLYN,UNSANITARY CONDITION,118
2016,03 BROOKLYN,BROOKLYN,Illegal Parking,98
2016,03 BROOKLYN,BROOKLYN,Noise - Commercial,96
2016,03 BROOKLYN,BROOKLYN,Blocked Driveway,89
2016,03 BROOKLYN,BROOKLYN,Noise - Street/Sidewalk,84
2016,03 BROOKLYN,BROOKLYN,PAINT/PLASTER,64
2016,03 BROOKLYN,BROOKLYN,PLUMBING,59
2016,03 BROOKLYN,BROOKLYN,Water System,59
2016,03 MANHATTAN,MANHATTAN,Noise - Residential,255
2016,03 MANHATTAN,MANHATTAN,HEAT/HOT WATER,181
2016,03 MANHATTAN,MANHATTAN,Noise - Commercial,180
2016,03 MANHATTAN,MANHATTAN,Homeless Person Assistance,97
2016,03 MANHATTAN,MANHATTAN,Noise,94
2016,03 MANHATTAN,MANHATTAN,Noise - Street/Sidewalk,82
2016,03 MANHATTAN,MANHATTAN,Illegal Parking,75
2016,03 MANHATTAN,MANHATTAN,Street Condition,55
2016,03 MANHATTAN,MANHATTAN,UNSANITARY CONDITION,39
2016,03 MANHATTAN,MANHATTAN,Water System,37
2016,03 QUEENS,QUEENS,Blocked Driveway,189
2016,03 QUEENS,QUEENS,Noise - Residential,155
2016,03 QUEENS,QUEENS,HEAT/HOT WATER,104
2016,03 QUEENS,QUEENS,Illegal Parking,72
2016,03 QUEENS,QUEENS,Water System,55
2016,03 QUEENS,QUEENS,Street Light Condition,48
2016,03 QUEENS,QUEENS,Street Condition,45
2016,03 QUEENS,QUEENS,Traffic Signal Condition,34
2016,03 QUEENS,QUEENS,Building/Use,31
2016,03 QUEENS,QUEENS,Noise - Street/Sidewalk,25
2016,03 STATEN ISLAND,STATEN ISLAND,Street Condition,149
2016,03 STATEN ISLAND,STATEN ISLAND,Illegal Parking,91
2016,03 STATEN ISLAND,STATEN ISLAND,Street Light Condition,79
2016,03 STATEN ISLAND,STATEN ISLAND,Water System,64
2016,03 STATEN ISLAND,STATEN ISLAND,Missed Collection (All Materials),62
2016,03 STATEN ISLAND,STATEN ISLAND,Sanitation Condition,54
2016,03 STATEN ISLAND,STATEN ISLAND,Electronics Waste,50
2016,03 STATEN ISLAND,STATEN ISLAND,Noise - Residential,46
2016,03 STATEN ISLAND,STATEN ISLAND,Damaged Tree,42
2016,03 STATEN ISLAND,STATEN ISLAND,Dirty Conditions,41
2016,04 BRONX,BRONX,HEAT/HOT WATER,452
2016,04 BRONX,BRONX,Noise - Residential,298
2016,04 BRONX,BRONX,UNSANITARY CONDITION,156
2016,04 BRONX,BRONX,PAINT/PLASTER,132
2016,04 BRONX,BRONX,Noise - Street/Sidewalk,129
2016,04 BRONX,BRONX,PLUMBING,108
2016,04 BRONX,BRONX,WATER LEAK,82
2016,04 BRONX,BRONX,DOOR/WINDOW,74
2016,04 BRONX,BRONX,Water System,72
2016,04 BRONX,BRONX,FLOORING/STAIRS,61
2016,04 BROOKLYN,BROOKLYN,Noise - Residential,244
2016,04 BROOKLYN,BROOKLYN,HEAT/HOT WATER,156
2016,04 BROOKLYN,BROOKLYN,Blocked Driveway,78
2016,04 BROOKLYN,BROOKLYN,Noise - Commercial,77
2016,04 BROOKLYN,BROOKLYN,UNSANITARY CONDITION,64
2016,04 BROOKLYN,BROOKLYN,Illegal Parking,59
2016,04 BROOKLYN,BROOKLYN,Noise - Street/Sidewalk,57
2016,04 BROOKLYN,BROOKLYN,Water System,54
2016,04 BROOKLYN,BROOKLYN,PLUMBING,47
2016,04 BROOKLYN,BROOKLYN,PAINT/PLASTER,42
2016,04 MANHATTAN,MANHATTAN,HEAT/HOT WATER,161
2016,04 MANHATTAN,MANHATTAN,Homeless Person Assistance,156
2016,04 MANHATTAN,MANHATTAN,Noise,152
2016,04 MANHATTAN,MANHATTAN,Noise - Residential,94
2016,04 MANHATTAN,MANHATTAN,Water System,82
2016,04 MANHATTAN,MANHATTAN,Noise - Commercial,77
2016,04 MANHATTAN,MANHATTAN,Illegal Parking,70
2016,04 MANHATTAN,MANHATTAN,Broken Muni Meter,55
2016,04 MANHATTAN,MANHATTAN,Street Condition,53
2016,04 MANHATTAN,MANHATTAN,Taxi Complaint,48
2016,04 QUEENS,QUEENS,HEAT/HOT WATER,201
2016,04 QUEENS,QUEENS,Blocked Driveway,193
2016,04 QUEENS,QUEENS,Noise - Residential,112
2016,04 QUEENS,QUEENS,Illegal Parking,55
2016,04 QUEENS,QUEENS,UNSANITARY CONDITION,46
2016,04 QUEENS,QUEENS,Street Condition,44
2016,04 QUEENS,QUEENS,Street Light Condition,33
2016,04 QUEENS,QUEENS,Water System,31
2016,04 QUEENS,QUEENS,PLUMBING,24
2016,04 QUEENS,QUEENS,Building/Use,22
2016,05 BRONX,BRONX,HEAT/HOT WATER,421
2016,05 BRONX,BRONX,Noise - Residential,229
2016,05 BRONX,BRONX,UNSANITARY CONDITION,150
2016,05 BRONX,BRONX,PLUMBING,123
2016,05 BRONX,BRONX,PAINT/PLASTER,110
2016,05 BRONX,BRONX,DOOR/WINDOW,89
2016,05 BRONX,BRONX,Blocked Driveway,88
2016,05 BRONX,BRONX,WATER LEAK,76
2016,05 BRONX,BRONX,FLOORING/STAIRS,63
2016,05 BRONX,BRONX,Water System,62
2016,05 BROOKLYN,BROOKLYN,HEAT/HOT WATER,197
2016,05 BROOKLYN,BROOKLYN,Noise - Residential,180
2016,05 BROOKLYN,BROOKLYN,Blocked Driveway,145
2016,05 BROOKLYN,BROOKLYN,UNSANITARY CONDITION,114
2016,05 BROOKLYN,BROOKLYN,PAINT/PLASTER,81
2016,05 BROOKLYN,BROOKLYN,Street Condition,81
2016,05 BROOKLYN,BROOKLYN,Illegal Parking,76
2016,05 BROOKLYN,BROOKLYN,Derelict Vehicles,73
2016,05 BROOKLYN,BROOKLYN,Water System,66
2016,05 BROOKLYN,BROOKLYN,Street Light Condition,64
2016,05 MANHATTAN,MANHATTAN,Homeless Person Assistance,435
2016,05 MANHATTAN,MANHATTAN,Noise,120
2016,05 MANHATTAN,MANHATTAN,Noise - Street/Sidewalk,102
2016,05 MANHATTAN,MANHATTAN,Broken Muni Meter,82
2016,05 MANHATTAN,MANHATTAN,Taxi Complaint,77
2016,05 MANHATTAN,MANHATTAN,Illegal Parking,68
2016,05 MANHATTAN,MANHATTAN,Street Condition,67
2016,05 MANHATTAN,MANHATTAN,Water System,65
2016,05 MANHATTAN,MANHATTAN,Noise - Commercial,56
2016,05 MANHATTAN,MANHATTAN,Consumer Complaint,45
2016,05 QUEENS,QUEENS,Illegal Parking,289
2016,05 QUEENS,QUEENS,Blocked Driveway,172
2016,05 QUEENS,QUEENS,Noise - Residential,114
2016,05 QUEENS,QUEENS,Street Condition,85
2016,05 QUEENS,QUEENS,Derelict Vehicle,82
2016,05 QUEENS,QUEENS,HEAT/HOT WATER,80
2016,05 QUEENS,QUEENS,Street Light Condition,71
2016,05 QUEENS,QUEENS,Water System,64
2016,05 QUEENS,QUEENS,Dirty Conditions,47
2016,05 QUEENS,QUEENS,Sanitation Condition,42
2016,06 BRONX,BRONX,HEAT/HOT WATER,241
2016,06 BRONX,BRONX,Noise - Residential,172
2016,06 BRONX,BRONX,UNSANITARY CONDITION,88
2016,06 BRONX,BRONX,PLUMBING,75
2016,06 BRONX,BRONX,PAINT/PLASTER,73
2016,06 BRONX,BRONX,WATER LEAK,54
2016,06 BRONX,BRONX,DOOR/WINDOW,45
2016,06 BRONX,BRONX,GENERAL,33
2016,06 BRONX,BRONX,Blocked Driveway,32
2016,06 BRONX,BRONX,FLOORING/STAIRS,29
2016,06 BROOKLYN,BROOKLYN,Illegal Parking,127
2016,06 BROOKLYN,BROOKLYN,Noise - Commercial,89
2016,06 BROOKLYN,BROOKLYN,Noise - Residential,78
2016,06 BROOKLYN,BROOKLYN,Missed Collection (All Materials),69
2016,06 BROOKLYN,BROOKLYN,Street Condition,57
2016,06 BROOKLYN,BROOKLYN,Street Light Condition,56
2016,06 BROOKLYN,BROOKLYN,Noise,54
2016,06 BROOKLYN,BROOKLYN,Water System,45
2016,06 BROOKLYN,BROOKLYN,Sanitation Condition,39
2016,06 BROOKLYN,BROOKLYN,Broken Muni Meter,37
2016,06 MANHATTAN,MANHATTAN,Noise,121
2016,06 MANHATTAN,MANHATTAN,Noise - Residential,94
2016,06 MANHATTAN,MANHATTAN,Homeless Person Assistance,93
2016,06 MANHATTAN,MANHATTAN,HEAT/HOT WATER,89
2016,06 MANHATTAN,MANHATTAN,Street Condition,54
2016,06 MANHATTAN,MANHATTAN,Illegal Parking,51
2016,06 MANHATTAN,MANHATTAN,Noise - Commercial,50
2016,06 MANHATTAN,MANHATTAN,Taxi Complaint,41
2016,06 MANHATTAN,MANHATTAN,Broken Muni Meter,39
2016,06 MANHATTAN,MANHATTAN,Water System,30
2016,06 QUEENS,QUEENS,Blocked Driveway,83
2016,06 QUEENS,QUEENS,HEAT/HOT WATER,75
2016,06 QUEENS,QUEENS,Noise - Residential,70
2016,06 QUEENS,QUEENS,Illegal Parking,51
2016,06 QUEENS,QUEENS,Street Condition,48
2016,06 QUEENS,QUEENS,Water System,45
2016,06 QUEENS,QUEENS,Noise,26
2016,06 QUEENS,QUEENS,Sanitation Condition,21
2016,06 QUEENS,QUEENS,Sidewalk Condition,21
2016,06 QUEENS,QUEENS,Street Light Condition,21
2016,07 BRONX,BRONX,HEAT/HOT WATER,506
2016,07 BRONX,BRONX,Noise - Residential,314
2016,07 BRONX,BRONX,UNSANITARY CONDITION,126
2016,07 BRONX,BRONX,PAINT/PLASTER,98
2016,07 BRONX,BRONX,PLUMBING,82
2016,07 BRONX,BRONX,Water System,74
2016,07 BRONX,BRONX,Illegal Parking,70
2016,07 BRONX,BRONX,WATER LEAK,66
2016,07 BRONX,BRONX,Blocked Driveway,61
2016,07 BRONX,BRONX,DOOR/WINDOW,60
2016,07 BROOKLYN,BROOKLYN,Noise - Residential,85
2016,07 BROOKLYN,BROOKLYN,Blocked Driveway,82
2016,07 BROOKLYN,BROOKLYN,Illegal Parking,81
2016,07 BROOKLYN,BROOKLYN,HEAT/HOT WATER,79
2016,07 BROOKLYN,BROOKLYN,Street Condition,55
2016,07 BROOKLYN,BROOKLYN,Street Light Condition,48
2016,07 BROOKLYN,BROOKLYN,UNSANITARY CONDITION,40
2016,07 BROOKLYN,BROOKLYN,PAINT/PLASTER,31
2016,07 BROOKLYN,BROOKLYN,Water System,31
2016,07 BROOKLYN,BROOKLYN,Traffic Signal Condition,31
2016,07 MANHATTAN,MANHATTAN,Homeless Person Assistance,245
2016,07 MANHATTAN,MANHATTAN,HEAT/HOT WATER,210
2016,07 MANHATTAN,MANHATTAN,Noise - Residential,129
2016,07 MANHATTAN,MANHATTAN,Noise,109
2016,07 MANHATTAN,MANHATTAN,Illegal Parking,78
2016,07 MANHATTAN,MANHATTAN,UNSANITARY CONDITION,52
2016,07 MANHATTAN,MANHATTAN,Street Condition,52
2016,07 MANHATTAN,MANHATTAN,Noise - Street/Sidewalk,50
2016,07 MANHATTAN,MANHATTAN,PLUMBING,42
2016,07 MANHATTAN,MANHATTAN,Noise - Commercial,40
2016,07 QUEENS,QUEENS,Blocked Driveway,202
2016,07 QUEENS,QUEENS,Illegal Parking,148
2016,07 QUEENS,QUEENS,Street Condition,140
2016,07 QUEENS,QUEENS,HEAT/HOT WATER,129
2016,07 QUEENS,QUEENS,Noise - Residential,102
2016,07 QUEENS,QUEENS,Street Light Condition,94
2016,07 QUEENS,QUEENS,Missed Collection (All Materials),73
2016,07 QUEENS,QUEENS,Building/Use,62
2016,07 QUEENS,QUEENS,Water System,59
2016,07 QUEENS,QUEENS,Dirty Conditions,53
2016,08 BRONX,BRONX,HEAT/HOT WATER,201
2016,08 BRONX,BRONX,Noise - Residential,142
2016,08 BRONX,BRONX,Street Condition,51
2016,08 BRONX,BRONX,Blocked Driveway,46
2016,08 BRONX,BRONX,Illegal Parking,40
2016,08 BRONX,BRONX,PAINT/PLASTER,40
2016,08 BRONX,BRONX,UNSANITARY CONDITION,39
2016,08 BRONX,BRONX,PLUMBING,37
2016,08 BRONX,BRONX,DOOR/WINDOW,32
2016,08 BRONX,BRONX,Water System,30
2016,08 BRONX,MANHATTAN,HEAT/HOT WATER,12
2016,08 BRONX,MANHATTAN,PAINT/PLASTER,11
2016,08 BRONX,MANHATTAN,Noise - Residential,11
2016,08 BRONX,MANHATTAN,UNSANITARY CONDITION,9
2016,08 BRONX,MANHATTAN,WATER LEAK,6
2016,08 BRONX,MANHATTAN,PLUMBING,5
2016,08 BRONX,MANHATTAN,Illegal Parking,5
2016,08 BRONX,MANHATTAN,ELECTRIC,4
2016,08 BRONX,MANHATTAN,Noise - Street/Sidewalk,4
2016,08 BRONX,MANHATTAN,FLOORING/STAIRS,3
2016,08 BROOKLYN,BROOKLYN,HEAT/HOT WATER,200
2016,08 BROOKLYN,BROOKLYN,Noise - Residential,186
2016,08 BROOKLYN,BROOKLYN,UNSANITARY CONDITION,67
2016,08 BROOKLYN,BROOKLYN,Noise - Street/Sidewalk,66
2016,08 BROOKLYN,BROOKLYN,PLUMBING,66
2016,08 BROOKLYN,BROOKLYN,PAINT/PLASTER,60
2016,08 BROOKLYN,BROOKLYN,Noise - Commercial,54
2016,08 BROOKLYN,BROOKLYN,Blocked Driveway,51
2016,08 BROOKLYN,BROOKLYN,Illegal Parking,50
2016,08 BROOKLYN,BROOKLYN,FLOORING/STAIRS,38
2016,08 MANHATTAN,MANHATTAN,Noise,151
2016,08 MANHATTAN,MANHATTAN,HEAT/HOT WATER,137
2016,08 MANHATTAN,MANHATTAN,Noise - Residential,84
2016,08 MANHATTAN,MANHATTAN,Street Condition,77
2016,08 MANHATTAN,MANHATTAN,Noise - Commercial,76
2016,08 MANHATTAN,MANHATTAN,Homeless Person Assistance,74
2016,08 MANHATTAN,MANHATTAN,Illegal Parking,65
2016,08 MANHATTAN,MANHATTAN,Broken Muni Meter,57
2016,08 MANHATTAN,MANHATTAN,New Tree Request,53
2016,08 MANHATTAN,MANHATTAN,Taxi Complaint,51
2016,08 QUEENS,QUEENS,Noise - Residential,111
2016,08 QUEENS,QUEENS,Blocked Driveway,99
2016,08 QUEENS,QUEENS,Illegal Parking,87
2016,08 QUEENS,QUEENS,Street Condition,84
2016,08 QUEENS,QUEENS,Noise,83
2016,08 QUEENS,QUEENS,Street Light Condition,58
2016,08 QUEENS,QUEENS,HEAT/HOT WATER,53
2016,08 QUEENS,QUEENS,Water System,49
2016,08 QUEENS,QUEENS,Missed Collection (All Materials),43
2016,08 QUEENS,QUEENS,Damaged Tree,35
2016,09 BRONX,BRONX,HEAT/HOT WATER,348
2016,09 BRONX,BRONX,Noise - Residential,233
2016,09 BRONX,BRONX,Blocked Driveway,115
2016,09 BRONX,BRONX,UNSANITARY CONDITION,91
2016,09 BRONX,BRONX,PAINT/PLASTER,78
2016,09 BRONX,BRONX,Noise - Commercial,69
2016,09 BRONX,BRONX,Noise - Street/Sidewalk,64
2016,09 BRONX,BRONX,Illegal Parking,62
2016,09 BRONX,BRONX,Street Light Condition,54
2016,09 BRONX,BRONX,PLUMBING,51
2016,09 BROOKLYN,BROOKLYN,HEAT/HOT WATER,286
2016,09 BROOKLYN,BROOKLYN,Noise - Residential,149
2016,09 BROOKLYN,BROOKLYN,UNSANITARY CONDITION,77
2016,09 BROOKLYN,BROOKLYN,PAINT/PLASTER,76
2016,09 BROOKLYN,BROOKLYN,PLUMBING,56
2016,09 BROOKLYN,BROOKLYN,Noise - Street/Sidewalk,54
2016,09 BROOKLYN,BROOKLYN,Blocked Driveway,53
2016,09 BROOKLYN,BROOKLYN,ELECTRIC,37
2016,09 BROOKLYN,BROOKLYN,DOOR/WINDOW,35
2016,09 BROOKLYN,BROOKLYN,WATER LEAK,34
2016,09 MANHATTAN,MANHATTAN,HEAT/HOT WATER,264
2016,09 MANHATTAN,MANHATTAN,Noise - Residential,233
2016,09 MANHATTAN,MANHATTAN,Noise - Street/Sidewalk,128
2016,09 MANHATTAN,MANHATTAN,UNSANITARY CONDITION,85
2016,09 MANHATTAN,MANHATTAN,PAINT/PLASTER,75
2016,09 MANHATTAN,MANHATTAN,Homeless Person Assistance,52
2016,09 MANHATTAN,MANHATTAN,Water System,51
2016,09 MANHATTAN,MANHATTAN,PLUMBING,50
2016,09 MANHATTAN,MANHATTAN,DOOR/WINDOW,49
2016,09 MANHATTAN,MANHATTAN,ELECTRIC,44
2016,09 QUEENS,QUEENS,Blocked Driveway,251
2016,09 QUEENS,QUEENS,Noise - Residential,193
2016,09 QUEENS,QUEENS,Illegal Parking,146
2016,09 QUEENS,QUEENS,Street Condition,79
2016,09 QUEENS,QUEENS,HEAT/HOT WATER,76
2016,09 QUEENS,QUEENS,Building/Use,66
2016,09 QUEENS,QUEENS,Street Light Condition,56
2016,09 QUEENS,QUEENS,Derelict Vehicles,56
2016,09 QUEENS,QUEENS,Derelict Vehicle,54
2016,09 QUEENS,QUEENS,Water System,45
2016,10 BRONX,BRONX,Illegal Parking,101
2016,10 BRONX,BRONX,Noise - Residential,85
2016,10 BRONX,BRONX,Blocked Driveway,72
2016,10 BRONX,BRONX,HEAT/HOT WATER,66
2016,10 BRONX,BRONX,Street Light Condition,65
2016,10 BRONX,BRONX,Derelict Vehicle,40
2016,10 BRONX,BRONX,Street Condition,40
2016,10 BRONX,BRONX,Noise - Commercial,32
2016,10 BRONX,BRONX,Dirty Conditions,29
2016,10 BRONX,BRONX,Sidewalk Condition,27
2016,10 BROOKLYN,BROOKLYN,Illegal Parking,150
2016,10 BROOKLYN,BROOKLYN,HEAT/HOT WATER,94
2016,10 BROOKLYN,BROOKLYN,Blocked Driveway,93
2016,10 BROOKLYN,BROOKLYN,Street Condition,73
2016,10 BROOKLYN,BROOKLYN,Noise - Residential,71
2016,10 BROOKLYN,BROOKLYN,Water System,45
2016,10 BROOKLYN,BROOKLYN,Street Light Condition,34
2016,10 BROOKLYN,BROOKLYN,Building/Use,30
2016,10 BROOKLYN,BROOKLYN,Sanitation Condition,30
2016,10 BROOKLYN,BROOKLYN,Noise - Commercial,27
2016,10 MANHATTAN,MANHATTAN,Noise - Residential,309
2016,10 MANHATTAN,MANHATTAN,HEAT/HOT WATER,247
2016,10 MANHATTAN,MANHATTAN,Noise - Street/Sidewalk,146
2016,10 MANHATTAN,MANHATTAN,UNSANITARY CONDITION,95
2016,10 MANHATTAN,MANHATTAN,PAINT/PLASTER,82
2016,10 MANHATTAN,MANHATTAN,PLUMBING,68
2016,10 MANHATTAN,MANHATTAN,Homeless Person Assistance,52
2016,10 MANHATTAN,MANHATTAN,Illegal Parking,51
2016,10 MANHATTAN,MANHATTAN,DOOR/WINDOW,44
2016,10 MANHATTAN,MANHATTAN,Noise,42
2016,10 QUEENS,QUEENS,Blocked Driveway,150
2016,10 QUEENS,QUEENS,Noise - Residential,146
2016,10 QUEENS,QUEENS,Missed Collection (All Materials),119
2016,10 QUEENS,QUEENS,Street Condition,93
2016,10 QUEENS,QUEENS,Illegal Parking,74
2016,10 QUEENS,QUEENS,Derelict Vehicle,67
2016,10 QUEENS,QUEENS,Building/Use,66
2016,10 QUEENS,QUEENS,Street Light Condition,65
2016,10 QUEENS,QUEENS,Sewer,50
2016,10 QUEENS,QUEENS,Water System,40
2016,11 BRONX,BRONX,HEAT/HOT WATER,201
2016,11 BRONX,BRONX,Noise - Residential,169
2016,11 BRONX,BRONX,Blocked Driveway,97
2016,11 BRONX,BRONX,Illegal Parking,59
2016,11 BRONX,BRONX,PAINT/PLASTER,58
2016,11 BRONX,BRONX,Street Light Condition,49
2016,11 BRONX,BRONX,UNSANITARY CONDITION,43
2016,11 BRONX,BRONX,Water System,39
2016,11 BRONX,BRONX,PLUMBING,38
2016,11 BRONX,BRONX,Street Condition,38
2016,11 BROOKLYN,BROOKLYN,Illegal Parking,212
2016,11 BROOKLYN,BROOKLYN,Blocked Driveway,181
2016,11 BROOKLYN,BROOKLYN,HEAT/HOT WATER,146
2016,11 BROOKLYN,BROOKLYN,Noise - Residential,103
2016,11 BROOKLYN,BROOKLYN,Street Condition,52
2016,11 BROOKLYN,BROOKLYN,UNSANITARY CONDITION,40
2016,11 BROOKLYN,BROOKLYN,PAINT/PLASTER,38
2016,11 BROOKLYN,BROOKLYN,Water System,36
2016,11 BROOKLYN,BROOKLYN,Street Light Condition,33
2016,11 BROOKLYN,BROOKLYN,Sidewalk Condition,29
2016,11 MANHATTAN,MANHATTAN,Noise - Residential,154
2016,11 MANHATTAN,MANHATTAN,HEAT/HOT WATER,137
2016,11 MANHATTAN,MANHATTAN,Homeless Person Assistance,69
2016,11 MANHATTAN,MANHATTAN,Noise - Street/Sidewalk,69
2016,11 MANHATTAN,MANHATTAN,UNSANITARY CONDITION,59
2016,11 MANHATTAN,MANHATTAN,Noise - Commercial,56
2016,11 MANHATTAN,MANHATTAN,Illegal Parking,52
2016,11 MANHATTAN,MANHATTAN,PAINT/PLASTER,37
2016,11 MANHATTAN,MANHATTAN,Noise,37
2016,11 MANHATTAN,MANHATTAN,PLUMBING,37
2016,11 QUEENS,QUEENS,Street Light Condition,80
2016,11 QUEENS,QUEENS,Street Condition,72
2016,11 QUEENS,QUEENS,Illegal Parking,69
2016,11 QUEENS,QUEENS,Water System,52
2016,11 QUEENS,QUEENS,Blocked Driveway,50
2016,11 QUEENS,QUEENS,Damaged Tree,37
2016,11 QUEENS,QUEENS,Sewer,36
2016,11 QUEENS,QUEENS,Missed Collection (All Materials),29
2016,11 QUEENS,QUEENS,Sidewalk Condition,29
2016,11 QUEENS,QUEENS,Noise - Residential,26
2016,12 BRONX,BRONX,HEAT/HOT WATER,221
2016,12 BRONX,BRONX,Noise - Residential,195
2016,12 BRONX,BRONX,Blocked Driveway,187
2016,12 BRONX,BRONX,UNSANITARY CONDITION,95
2016,12 BRONX,BRONX,PAINT/PLASTER,66
2016,12 BRONX,BRONX,Water System,59
2016,12 BRONX,BRONX,Street Condition,59
2016,12 BRONX,BRONX,Illegal Parking,58
2016,12 BRONX,BRONX,PLUMBING,55
2016,12 BRONX,BRONX,WATER LEAK,45
2016,12 BROOKLYN,BROOKLYN,Illegal Parking,214
2016,12 BROOKLYN,BROOKLYN,HEAT/HOT WATER,149
2016,12 BROOKLYN,BROOKLYN,Blocked Driveway,127
2016,12 BROOKLYN,BROOKLYN,Street Condition,77
2016,12 BROOKLYN,BROOKLYN,Noise - Residential,66
2016,12 BROOKLYN,BROOKLYN,Sanitation Condition,57
2016,12 BROOKLYN,BROOKLYN,Missed Collection (All Materials),46
2016,12 BROOKLYN,BROOKLYN,Water System,45
2016,12 BROOKLYN,BROOKLYN,General Construction/Plumbing,42
2016,12 BROOKLYN,BROOKLYN,Traffic Signal Condition,41
2016,12 MANHATTAN,MANHATTAN,HEAT/HOT WATER,588
2016,12 MANHATTAN,MANHATTAN,Noise - Residential,459
2016,12 MANHATTAN,MANHATTAN,Noise - Street/Sidewalk,288
2016,12 MANHATTAN,MANHATTAN,Water System,185
2016,12 MANHATTAN,MANHATTAN,UNSANITARY CONDITION,158
2016,12 MANHATTAN,MANHATTAN,PAINT/PLASTER,139
2016,12 MANHATTAN,MANHATTAN,PLUMBING,129
2016,12 MANHATTAN,MANHATTAN,Noise - Commercial,123
2016,12 MANHATTAN,MANHATTAN,Noise - Vehicle,82
2016,12 MANHATTAN,MANHATTAN,FLOORING/STAIRS,74
2016,12 QUEENS,QUEENS,Noise - Residential,188
2016,12 QUEENS,QUEENS,Blocked Driveway,154
2016,12 QUEENS,QUEENS,HEAT/HOT WATER,142
2016,12 QUEENS,QUEENS,Derelict Vehicles,103
2016,12 QUEENS,QUEENS,Water System,100
2016,12 QUEENS,QUEENS,Street Light Condition,97
2016,12 QUEENS,QUEENS,Sewer,96
2016,12 QUEENS,QUEENS,Street Condition,94
2016,12 QUEENS,QUEENS,Sanitation Condition,82
2016,12 QUEENS,QUEENS,UNSANITARY CONDITION,79
2016,13 BROOKLYN,BROOKLYN,HEAT/HOT WATER,105
2016,13 BROOKLYN,BROOKLYN,Noise - Residential,77
2016,13 BROOKLYN,BROOKLYN,Illegal Parking,59
2016,13 BROOKLYN,BROOKLYN,Blocked Driveway,56
2016,13 BROOKLYN,BROOKLYN,UNSANITARY CONDITION,43
2016,13 BROOKLYN,BROOKLYN,Street Condition,29
2016,13 BROOKLYN,BROOKLYN,PAINT/PLASTER,22
2016,13 BROOKLYN,BROOKLYN,Sewer,20
2016,13 BROOKLYN,BROOKLYN,Noise - Street/Sidewalk,19
2016,13 BROOKLYN,BROOKLYN,Water System,18
2016,13 QUEENS,QUEENS,Street Condition,118
2016,13 QUEENS,QUEENS,Street Light Condition,90
2016,13 QUEENS,QUEENS,Derelict Vehicle,83
2016,13 QUEENS,QUEENS,Noise - Residential,79
2016,13 QUEENS,QUEENS,Illegal Parking,75
2016,13 QUEENS,QUEENS,Water System,64
2016,13 QUEENS,QUEENS,Blocked Driveway,61
2016,13 QUEENS,QUEENS,Damaged Tree,54
2016,13 QUEENS,QUEENS,Sewer,54
2016,13 QUEENS,QUEENS,Sanitation Condition,49
2016,14 BROOKLYN,BROOKLYN,HEAT/HOT WATER,298
2016,14 BROOKLYN,BROOKLYN,Noise - Residential,217
2016,14 BROOKLYN,BROOKLYN,UNSANITARY CONDITION,115
2016,14 BROOKLYN,BROOKLYN,Illegal Parking,107
2016,14 BROOKLYN,BROOKLYN,Blocked Driveway,103
2016,14 BROOKLYN,BROOKLYN,PAINT/PLASTER,98
2016,14 BROOKLYN,BROOKLYN,PLUMBING,61
2016,14 BROOKLYN,BROOKLYN,Street Condition,50
2016,14 BROOKLYN,BROOKLYN,Noise - Street/Sidewalk,50
